date,a_list,b_list,c_list,d_list
2020-01-01 00:00:00,5.789511220365593,9.476382119104,1.5751447162157297,3.255210882087761
2020-01-01 01:00:00,4.367963072328196,7.223693713528025,0.7097920769676148,2.975557136198861
2020-01-01 02:00:00,4.4324939229859615,8.761436570654928,1.0412821260620455,2.325314362584894
2020-01-01 03:00:00,6.427173906584457,9.351464578162378,1.636226133445157,2.167572158295738
2020-01-01 04:00:00,6.008157232440312,8.361832414076304,1.5280861468861484,3.4420887019616497
2020-01-01 05:00:00,5.160854172950264,8.672449830491145,1.3839418254840228,3.5053673003763643
2020-01-01 06:00:00,5.259335606224289,9.140297108309134,1.1924703597139532,2.5571816979275375
2020-01-01 07:00:00,5.400309004121381,8.342957188755937,1.665396300930443,3.518802847977267
2020-01-01 08:00:00,6.535656186943589,7.795756811835851,1.6860902774446094,3.3242233561818875
2020-01-01 09:00:00,4.957592434326303,7.144804763425151,1.0916706956701632,2.6834454847071934
2020-01-01 10:00:00,5.699195423943066,9.065423021557569,1.5322369532989126,4.288801054420512
2020-01-01 11:00:00,4.2289384558179295,8.804870848509323,1.3135834014461254,3.002698299989417
2020-01-01 12:00:00,4.2147335552143534,8.150375297964704,2.0819642675404415,4.132164611297467
2020-01-01 13:00:00,3.659900820898274,7.865574225208118,0.5926741080511767,1.5717156347970933
2020-01-01 14:00:00,3.582692489344601,8.446749095977122,0.4878880515956796,4.227853152905025
2020-01-01 15:00:00,5.129037307826945,6.808841922375416,1.7345047198876475,3.822759827116626
2020-01-01 16:00:00,3.351526859986249,7.897263265922155,0.1063979104193189,3.4976981553909368
2020-01-01 17:00:00,6.597653214913956,8.703961826772426,1.459663451620363,5.643896030763804
2020-01-01 18:00:00,5.2886911095831435,8.46733528733012,0.358863382426602,3.0227761029327604
2020-01-01 19:00:00,3.697742599088019,8.372980605145846,-0.43554569697061685,1.953603427433486
2020-01-01 20:00:00,4.299586856596429,7.201918670209114,-0.1616697557789093,1.7115590931648894
2020-01-01 21:00:00,5.740964208516007,8.602178717066273,0.5543203866963536,2.932019827500347
2020-01-01 22:00:00,4.681666952171262,8.07681386606339,2.477336751396538,4.351577035688969
2020-01-01 23:00:00,6.2496189603152725,8.319744351568042,2.5501860163601164,4.876291682932447
2020-01-02 00:00:00,3.995338915229604,6.684551520224102,-0.28986381237019687,1.267528041976525
2020-01-02 01:00:00,5.47007585126977,7.836215304099349,0.36442733712780073,3.6496348572919253
2020-01-02 02:00:00,6.054584903369834,8.666513373951489,2.1779992266220556,2.8593887193511884
2020-01-02 03:00:00,6.251150848316748,8.141229446872185,2.3355517976172324,4.778493809413895
2020-01-02 04:00:00,6.426228763352375,9.95079561497733,2.1643892551731505,4.801410940750543
2020-01-02 05:00:00,5.971916849078691,8.224424953212257,0.8650100467658131,3.0405672418628047
2020-01-02 06:00:00,3.438623543361689,6.876533897845108,0.5821940339894117,2.018882962372624
2020-01-02 07:00:00,5.781136132695945,8.608573156214753,2.3031581087224113,5.4163016516071245
2020-01-02 08:00:00,5.502996848689721,7.2964105629917855,0.04334143046209449,2.6311107452317204
2020-01-02 09:00:00,4.753270740795761,8.356116088758341,0.7894729060012805,2.744341953913477
2020-01-02 10:00:00,4.614702608573274,8.999559009749472,-0.9095144669080546,2.128379829842263
2020-01-02 11:00:00,5.201422110191578,9.06102856371692,0.43045631918459204,4.07964164535947
2020-01-02 12:00:00,5.1172305797199344,7.731256020857752,1.781560443802258,3.1978638060974074
2020-01-02 13:00:00,6.38467351985477,7.404672036729744,1.70091567317887,2.7916957920103638
2020-01-02 14:00:00,5.704265277006092,8.740920784971212,0.4703424575922307,3.0714978841794256
2020-01-02 15:00:00,4.466332463242178,7.242240684883881,0.9434781585022729,2.2151215367975996
2020-01-02 16:00:00,4.692293961796764,7.347281128851076,0.5934604799804852,2.303484306544336
2020-01-02 17:00:00,5.197549159155858,8.634245788024145,1.89967864175346,3.746372167104794
2020-01-02 18:00:00,5.489718901485346,9.675947286746041,2.983431764861257,3.4220428605053543
2020-01-02 19:00:00,4.932963610522503,8.904979432642262,1.9269999332057348,3.6814276728814237
2020-01-02 20:00:00,5.731910550161783,7.868512583322822,1.1546361514124073,2.2771497132579537
2020-01-02 21:00:00,4.861823156743726,7.544777064563438,1.3886862332908323,3.083840072514435
2020-01-02 22:00:00,3.442859579709458,8.543843963742022,2.022942494166598,3.6937368899494514
2020-01-02 23:00:00,5.206528640133851,7.820054421636705,0.10124131342779052,2.607715969786855
2020-01-03 00:00:00,6.422016112140948,9.484248721383917,1.7579573985242796,3.7280931695575292
2020-01-03 01:00:00,7.649106135111097,7.833451381753463,2.297575248176037,4.966514107749566
2020-01-03 02:00:00,5.9202686331425625,8.923743247575228,3.2065174975904984,4.78415230758268
2020-01-03 03:00:00,6.0902267203437,10.124576461630909,0.5492393748619735,2.761486969361044
2020-01-03 04:00:00,2.4640334802299666,9.543011134487154,1.497135074902934,3.6753673885821083
2020-01-03 05:00:00,5.32529036884369,8.397991901873073,0.08450813365453302,2.6765058923327762
2020-01-03 06:00:00,4.408418778836538,7.492276309158079,1.7950661338155989,2.7525191813903813
2020-01-03 07:00:00,7.049857596842168,7.994834480597086,2.3105195471946702,3.4784393025516076
2020-01-03 08:00:00,2.9804163604330003,7.051003344138261,-1.5769650200985401,3.0046867762597933
2020-01-03 09:00:00,5.243283708390034,9.02836582227823,3.5958873805106015,2.0768103630987933
2020-01-03 10:00:00,4.889392566776201,7.718020847097485,0.7121323247061105,1.5741836248887089
2020-01-03 11:00:00,5.777570526720126,7.90004375119333,0.8801881566781057,5.0544767757109454
2020-01-03 12:00:00,4.619012398391176,7.375402266895125,1.0668403316600878,3.606090779598106
2020-01-03 13:00:00,5.285819866148354,8.027284674298016,1.8199570869951438,3.116773192709863
2020-01-03 14:00:00,5.322180659140424,7.637011164676778,0.5082912250206894,2.7189828843340162
2020-01-03 15:00:00,6.944616988937602,9.197411444469182,0.19062715158397614,3.145258146424907
2020-01-03 16:00:00,5.513747351211149,8.768696156916423,1.8746053388689,3.548119526217869
2020-01-03 17:00:00,3.4808367737415025,7.161818209106579,-0.058822249459399956,0.8219366035665043
2020-01-03 18:00:00,4.515599200474602,6.829990331652906,1.9135269667538601,3.0071034234479166
2020-01-03 19:00:00,4.8486458391279,7.499191305885667,0.5537412052162541,2.3740938916800443
2020-01-03 20:00:00,5.238573511914591,8.796930286988184,2.4089901725699705,3.387459918334763
2020-01-03 21:00:00,7.751083089918083,10.17874170550069,4.055477862421225,6.756023712190494
2020-01-03 22:00:00,2.8608311052651016,7.7991062089168945,1.8625719803825898,1.7770636614157458
2020-01-03 23:00:00,4.224902988121345,9.6748841769287,1.5015902522666678,3.4845739777540654
2020-01-04 00:00:00,4.060785388617939,9.014747884112529,2.0491034123943446,3.2516341286013914
2020-01-04 01:00:00,5.370203176686896,7.057163369484854,1.1234493899868427,3.4001206724210356
2020-01-04 02:00:00,4.448983934342505,7.272955672185451,0.9883656696277117,2.442456535002872
2020-01-04 03:00:00,4.5289610138160965,7.8304791874630855,0.9337930525382033,3.762819167102692
2020-01-04 04:00:00,4.298484044478756,8.640451755939594,1.7405767557329346,2.361137053132871
2020-01-04 05:00:00,3.527594815543296,7.62697735285325,0.8455067424767773,2.838253841508216
2020-01-04 06:00:00,5.497565394920667,8.405273910388255,0.6965434413584598,3.018977315511338
2020-01-04 07:00:00,5.349200586354965,9.70903644942588,3.8006328867449395,3.751115709571862
2020-01-04 08:00:00,4.450975757362917,7.874378613535509,1.131596460681838,3.0766710794116623
2020-01-04 09:00:00,5.719417390705705,9.132229820248012,1.1578032069463515,4.915155718201833
2020-01-04 10:00:00,5.923829450919564,7.444939435353456,-0.2083060646978363,2.6033751760290382
