date,a_list,b_list,c_list,d_list
2020-01-01 00:00:00,1.5311721166171752,6.324858349598346,6.125165853431872,7.939222995550374
2020-01-01 01:00:00,1.6381562300775285,6.431842463058699,6.232149966892226,8.046207109010727
2020-01-01 02:00:00,0.9704209062036758,5.764107139184847,5.564414643018373,7.378471785136875
2020-01-01 03:00:00,2.3423045757323315,7.135990808713503,6.936298312547028,8.75035545466553
2020-01-01 04:00:00,-0.2696059359912122,4.5240802969899585,4.3243878008234855,6.138444942941987
2020-01-01 05:00:00,2.926424365190465,7.720110598171636,7.520418102005162,9.334475244123663
2020-01-01 06:00:00,1.489227985157325,6.282914218138496,6.083221721972022,7.897278864090524
2020-01-01 07:00:00,1.844056028679455,6.637742261660626,6.438049765494152,8.252106907612653
2020-01-01 08:00:00,0.6463765122248626,5.440062745206033,5.240370249039559,7.054427391158061
2020-01-01 09:00:00,1.5091132715766786,6.302799504557849,6.103107008391375,7.917164150509877
2020-01-01 10:00:00,2.676673055759095,7.470359288740266,7.270666792573792,9.084723934692294
2020-01-01 11:00:00,1.46073032989455,6.25441656287572,6.054724066709246,7.868781208827748
2020-01-01 12:00:00,2.4144754300448756,7.208161663026046,7.008469166859572,8.822526308978075
2020-01-01 13:00:00,2.3025541211195844,7.096240354100755,6.896547857934281,8.710605000052784
2020-01-01 14:00:00,2.8943413974733994,7.68802763045457,7.488335134288096,9.302392276406598
2020-01-01 15:00:00,1.1448864599720712,5.938572692953242,5.738880196786768,7.55293733890527
2020-01-01 16:00:00,0.8223890012707935,5.616075234251964,5.41638273808549,7.230439880203992
2020-01-01 17:00:00,3.260822952827489,8.05450918580866,7.854816689642186,9.668873831760688
2020-01-01 18:00:00,1.8750747561983458,6.668760989179517,6.469068493013043,8.283125635131544
2020-01-01 19:00:00,1.8018245944613063,6.595510827442477,6.395818331276003,8.209875473394504
2020-01-01 20:00:00,2.4329947933380427,7.226681026319214,7.02698853015274,8.84104567227124
2020-01-01 21:00:00,2.231775881401903,7.025462114383074,6.8257696182166,8.6398267603351
2020-01-01 22:00:00,2.8429058541717795,7.63659208715295,7.436899590986476,9.250956733104978
2020-01-01 23:00:00,0.781984731182868,5.575670964164039,5.375978467997565,7.190035610116067
2020-01-02 00:00:00,0.7364850649941179,5.530171297975288,5.330478801808815,7.144535943927317
2020-01-02 01:00:00,1.5938557517619338,6.3875419847431045,6.187849488576631,8.001906630695133
2020-01-02 02:00:00,1.623133011915618,6.4168192448967885,6.217126748730315,8.031183890848817
2020-01-02 03:00:00,3.1159700895771536,7.909656322558324,7.70996382639185,9.524020968510353
2020-01-02 04:00:00,2.793518844779034,7.5872050777602045,7.387512581593731,9.201569723712232
2020-01-02 05:00:00,0.8115231583505003,5.605209391331671,5.4055168951651975,7.219574037283699
2020-01-02 06:00:00,3.7147290201698855,8.508415253151057,8.308722756984583,10.122779899103085
2020-01-02 07:00:00,3.1403133581870435,7.933999591168215,7.73430709500174,9.548364237120243
2020-01-02 08:00:00,0.3126737515585696,5.10635998453974,4.906667488373267,6.720724630491769
2020-01-02 09:00:00,3.0777848300666175,7.871471063047788,7.671778566881314,9.485835708999815
2020-01-02 10:00:00,0.9171549184921717,5.710841151473343,5.511148655306869,7.325205797425371
2020-01-02 11:00:00,1.8636398594132615,6.657326092394432,6.457633596227958,8.27169073834646
2020-01-02 12:00:00,1.3347220863292542,6.128408319310425,5.928715823143952,7.7427729652624535
2020-01-02 13:00:00,-0.11005598970182962,4.683630243279341,4.483937747112868,6.2979948892313695
2020-01-02 14:00:00,2.860756041393339,7.654442274374509,7.454749778208035,9.268806920326538
2020-01-02 15:00:00,1.6324743725681874,6.426160605549358,6.226468109382884,8.040525251501386
2020-01-02 16:00:00,3.4871113507953746,8.280797583776545,8.081105087610071,9.895162229728573
2020-01-02 17:00:00,1.7487908078970744,6.542477040878245,6.342784544711771,8.156841686830273
2020-01-02 18:00:00,2.525286866274991,7.318973099256162,7.119280603089688,8.93333774520819
2020-01-02 19:00:00,3.182616350846589,7.97630258382776,7.776610087661286,9.590667229779788
2020-01-02 20:00:00,2.253387244222339,7.04707347720351,6.847380981037036,8.661438123155538
2020-01-02 21:00:00,1.429407499088153,6.223093732069324,6.02340123590285,7.837458378021352
2020-01-02 22:00:00,2.1281079639625045,6.921794196943675,6.722101700777201,8.536158842895702
2020-01-02 23:00:00,1.8068481198707493,6.60053435285192,6.400841856685446,8.214898998803948
2020-01-03 00:00:00,0.099350332467955,4.893036565449126,4.693344069282652,6.507401211401154
2020-01-03 01:00:00,2.897475117258706,7.691161350239876,7.4914688540734025,9.305525996191905
2020-01-03 02:00:00,1.3778296904684142,6.171515923449585,5.971823427283111,7.785880569401613
2020-01-03 03:00:00,2.0119478074726995,6.80563404045387,6.605941544287396,8.419998686405899
2020-01-03 04:00:00,1.5782757537773222,6.3719619867584925,6.172269490592019,7.9863266327105205
2020-01-03 05:00:00,1.887721312428716,6.681407545409886,6.481715049243412,8.295772191361914
2020-01-03 06:00:00,1.554383293888541,6.348069526869712,6.148377030703238,7.96243417282174
2020-01-03 07:00:00,2.100720801841246,6.894407034822417,6.694714538655943,8.508771680774444
2020-01-03 08:00:00,2.442652317508228,7.236338550489399,7.036646054322925,8.850703196441426
2020-01-03 09:00:00,2.3767321366929526,7.170418369674123,6.970725873507649,8.784783015626152
2020-01-03 10:00:00,2.419593750967499,7.21327998394867,7.013587487782196,8.827644629900698
2020-01-03 11:00:00,1.7254544056478993,6.51914063862907,6.319448142462596,8.133505284581098
2020-01-03 12:00:00,2.057892314275652,6.851578547256823,6.651886051090349,8.465943193208851
2020-01-03 13:00:00,0.21280212597246306,5.006488358953634,4.80679586278716,6.620853004905662
2020-01-03 14:00:00,2.5604758112639994,7.35416204424517,7.154469548078696,8.968526690197198
2020-01-03 15:00:00,0.49615289939158114,5.289839132372752,5.090146636206278,6.90420377832478
2020-01-03 16:00:00,1.6101070625142697,6.403793295495441,6.204100799328967,8.018157941447468
2020-01-03 17:00:00,1.2134174763352432,6.007103709316414,5.8074112131499405,7.621468355268442
2020-01-03 18:00:00,2.545327559037881,7.339013792019053,7.139321295852578,8.95337843797108
2020-01-03 19:00:00,1.0931465009690546,5.886832733950225,5.687140237783751,7.501197379902253
2020-01-03 20:00:00,0.007918162409689566,4.801604395390861,4.601911899224387,6.415969041342889
2020-01-03 21:00:00,0.9980064026803419,5.791692635661512,5.592000139495039,7.406057281613541
2020-01-03 22:00:00,1.0085860376819262,5.802272270663097,5.602579774496624,7.416636916615126
2020-01-03 23:00:00,2.2428917358694513,7.036577968850622,6.836885472684148,8.65094261480265
2020-01-04 00:00:00,1.419806922478644,6.2134931554598145,6.013800659293341,7.8278578014118425
2020-01-04 01:00:00,3.337188849743322,8.130875082724494,7.931182586558019,9.74523972867652
2020-01-04 02:00:00,1.2045586399918662,5.998244872973037,5.798552376806563,7.612609518925065
2020-01-04 03:00:00,4.1644701341408314,8.958156367122003,8.758463870955527,10.57252101307403
2020-01-04 04:00:00,2.278614730564662,7.072300963545833,6.872608467379359,8.68666560949786
2020-01-04 05:00:00,3.531663984317865,8.325350217299036,8.125657721132562,9.939714863251064
2020-01-04 06:00:00,2.8789198546559094,7.67260608763708,7.472913591470606,9.286970733589108
2020-01-04 07:00:00,1.1149879187138163,5.908674151694987,5.708981655528513,7.523038797647015
2020-01-04 08:00:00,2.2974726950126505,7.091158927993821,6.8914664318273475,8.705523573945849
2020-01-04 09:00:00,0.664848102300897,5.458534335282067,5.258841839115594,7.072898981234096
2020-01-04 10:00:00,4.0259839990351125,8.819670232016282,8.619977735849808,10.43403487796831
2020-01-04 11:00:00,2.623833886388823,7.4175201193699944,7.21782762320352,9.031884765322022
2020-01-04 12:00:00,2.194083071484862,6.987769304466033,6.788076808299559,8.602133950418061
2020-01-04 13:00:00,0.7850270086056828,5.578713241586853,5.37902074542038,7.193077887538882
2020-01-04 14:00:00,2.6737012725066207,7.467387505487792,7.267695009321318,9.081752151439819
2020-01-04 15:00:00,1.034201023943715,5.827887256924885,5.6281947607584115,7.442251902876913
2020-01-04 16:00:00,2.0169989984833334,6.810685231464504,6.61099273529803,8.425049877416532
2020-01-04 17:00:00,1.2740689596342731,6.067755192615444,5.86806269644897,7.682119838567472
