date,b_list,c_list,d_list,f_list
2021-12-09 15:41:51,0.0,10.0,0.0,0.0
2021-12-09 15:41:51,8.414709848078965,5.403023058681398,15.574077246549024,1.0
2021-12-09 15:41:51,9.092974268256818,-4.161468365471424,-21.85039863261519,1.4142135623730951
2021-12-09 15:41:51,1.4112000805986722,-9.899924966004454,-1.425465430742778,1.7320508075688772
2021-12-09 15:41:51,-7.5680249530792825,-6.536436208636119,11.578212823495777,2.0
2021-12-09 15:41:51,-9.589242746631385,2.8366218546322624,-33.805150062465856,2.23606797749979
2021-12-09 15:41:51,-2.7941549819892586,9.60170286650366,-2.9100619138474917,2.449489742783178
2021-12-09 15:41:51,6.569865987187891,7.539022543433046,8.714479827243188,2.6457513110645907
2021-12-09 15:41:51,9.893582466233818,-1.4550003380861354,-67.99711455220378,2.8284271247461903
2021-12-09 15:41:51,4.121184852417566,-9.11130261884677,-4.523156594418099,3.0
2021-12-09 15:41:51,-5.440211108893697,-8.390715290764524,6.483608274590866,3.1622776601683795
2021-12-09 15:41:51,-9.999902065507035,0.044256979880507856,-2259.508464541951,3.3166247903554
2021-12-09 15:41:51,-5.365729180004349,8.438539587324922,-6.358599286615808,3.4641016151377544
2021-12-09 15:41:51,4.201670368266409,9.074467814501961,4.630211329364896,3.605551275463989
2021-12-09 15:41:51,9.906073556948703,1.367372182078336,72.44606616094805,3.7416573867739413
2021-12-09 15:41:51,6.502878401571168,-7.596879128588213,-8.559934009085188,3.872983346207417
2021-12-09 15:41:51,-2.879033166650653,-9.576594803233846,3.0063224202390337,4.0
2021-12-09 15:41:51,-9.613974918795568,-2.7516333805159694,34.9391564547484,4.123105625617661
2021-12-09 15:41:51,-7.509872467716762,6.603167082440802,-11.373137123376868,4.242640687119285
2021-12-09 15:41:51,1.4987720966295235,9.887046181866692,1.515894706124001,4.358898943540674
2021-12-09 15:41:51,9.129452507276277,4.080820618133919,22.371609442247422,4.47213595499958
2021-12-09 15:41:51,8.36655638536056,-5.4772926022426836,-15.274985276366035,4.58257569495584
2021-12-09 15:41:51,-0.08851309290403876,-9.99960826394637,0.08851656041684461,4.69041575982343
2021-12-09 15:41:51,-8.462204041751706,-5.328330203333975,15.881530833912738,4.795831523312719
2021-12-09 15:41:51,-9.055783620066238,4.24179007336997,-21.348966977217007,4.898979485566356
2021-12-09 15:41:51,-1.3235175009777302,9.912028118634735,-1.3352640702153586,5.0
2021-12-09 15:41:51,7.625584504796027,6.469193223286403,11.787535542062797,5.0990195135927845
2021-12-09 15:41:51,9.56375928404503,-2.9213880873383617,-32.73703800428119,5.196152422706632
2021-12-09 15:41:51,2.7090578830786907,-9.626058663135666,-2.8142960456426525,5.291502622129181
2021-12-09 15:41:51,-6.636338842129676,-7.480575296890004,8.87142843798215,5.385164807134504
2021-12-09 15:41:51,-9.880316240928618,1.5425144988758404,-64.05331196646276,5.477225575051661
2021-12-09 15:41:51,-4.0403764532306505,9.147423578045313,-4.41695568020698,5.5677643628300215
